Symbol,Citation,Gene Name,Identified by Phenotype,MaizeGDB Link,GenBank ID,Chromosome,Strand,B73 refgen2 Gene,Subgenome,Comments,Proofing Link,Local duplicates,Homeolog,Sorghum Ortholog,Setaria Ortholog,Rice Ortholog,Brachy Ortholog,Pan-grass panel Link,Gene Model IDed by MaizeSequence.org,UC-Berkeley vs. Maizesequence.org,Link to compare genes where our assignments differed,Analysis of disagreements between maizesequence.org and UC-Berkeley
rps11,3,ribosomal protein S11,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=24949,X55967,chr10,1,GRMZM2G019325,2,Good,http://genomevolution.org/r/25fc,,GRMZM2G044800,Sb06g028330,PAC:18205505,Os04g52354,Bradi5g21630,http://genomevolution.org/r/26fh,GRMZM2G044800,Different Assignment,http://genomevolution.org/r/26jj,Two independent GenBank records for rps11 both map better to the gene we identified than the gene identified by maizesequence.org. Our gene's chromosomal location agrees with genetic location of rps11 on the maizegdb locus page. The location of the maizesequence.org gene does not.
rps4,3,ribosomal protein S4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=99754,AF015522,chr1,-1,GRMZM2G035017,1,Good,http://genomevolution.org/r/25gq,,GRMZM2G125271,Sb01g001850,chr1:610224-1022695,chr3:35199453-35652824,chr1:1055737-1604152,http://genomevolution.org/r/264u,GRMZM2G035017,Identical Assignment,,
sar1,3,SAR homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=63952,T14655,chr3,1,GRMZM2G038356,1,Good,http://genomevolution.org/r/25h4,,chr10:60921379-61593594,Sb03g013550,PAC:18178788,Os01g23620,Bradi2g12510,http://genomevolution.org/r/25h5,No Gene Identified by Maizesequence.org,NA,,
spp1,3,sucrose-phosphatase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=403254,AF283564,chr8,-1,GRMZM2G055489,2,Good,http://genomevolution.org/r/25i8,,chr6:151506683-152515688,chr9:52109989-52638612,chr9:20398414-21095532,chr5:22388038-22888762,chr2:20216394-20993991,http://genomevolution.org/r/265k,GRMZM2G055489,Identical Assignment,,
sps1,3,sucrose phosphate synthase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25299,M97550,chr8,1,GRMZM5G875238,2,Good,http://genomevolution.org/r/260u,,GRMZM2G140107,Sb03g043900,PAC:18178909,Os01g69030,Bradi2g58860,http://genomevolution.org/r/260v,No Gene Identified by Maizesequence.org,NA,,
ss1,3,starch synthase I,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=935314,AF036891,chr9,1,GRMZM2G129451,1,Good,http://genomevolution.org/r/25qo,,too big a gap,Sb10g004160,PAC:18197065,Os06g06560,Bradi1g48610,http://genomevolution.org/r/26hf,GRMZM2G129451,Identical Assignment,,
taf1,3,transcription associated factor1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64935,T12672,chr3,1,GRMZM2G002276,1,Can't proof,http://genomevolution.org/r/25cy,,GRMZM2G149230,Sb03g039720,PAC:18177060,Os01g62820,Bradi2g54860,http://genomevolution.org/r/25cz,No Gene Identified by Maizesequence.org,NA,,
tif1,3,translation initiation factor1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=81996,AF034944,chr7,-1,GRMZM5G835323,1,Good,http://genomevolution.org/r/2604,,chr2:203725214-204366723,Sb02g035170,PAC:18181078,Os07g34589,Bradi1g25840,http://genomevolution.org/r/26j3,GRMZM5G835323,Identical Assignment,,
tlk2,3,tousled-like protein kinase2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=113397,AF012889,chr5,1,GRMZM2G172132,2,Can't proof,http://genomevolution.org/r/25v1,,GRMZM2G016671,Sb01g008020,PAC:18191278,Os03g53880,Bradi1g08540,http://genomevolution.org/r/25v2,GRMZM2G172132,Identical Assignment,,
trh1,3,thioredoxin h homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=82374,T15273,chr6,1,GRMZM2G424053,1,Good,http://genomevolution.org/r/25yr,,chr8:122360986-123092991,Sb09g024960,PAC:18169992,chr5:25057494-25544351,Bradi2g20440,http://genomevolution.org/r/26iw,GRMZM2G079089,Different Assignment,http://genomevolution.org/r/26k3,"Two independent GenBank records for trh1 both hit the gene we identified and not the gene identified by maizesequence.org. Our gene agrees with the genetic location recorded by maizegdb, maizesequence.org's does not."
uce1,3,ubiquitin conjugating enzyme1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=64558,T18767,chr3,-1,GRMZM2G018447,2,Good,http://genomevolution.org/r/25f6,,no synteny,Sb08g022990,PAC:18189596,Os12g44000,Bradi4g00660,http://genomevolution.org/r/25f7,No Gene Identified by Maizesequence.org,NA,,
vacs1,3,vacuolar sorting receptor homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=82419,AY105262,chr9,-1,GRMZM2G067546,2,Good,http://genomevolution.org/r/25ji,,GRMZM2G049211,Sb01g036170,PAC:18194385,Os03g21720,Bradi1g63210,http://genomevolution.org/r/25jj,No Gene Identified by Maizesequence.org,NA,,
yab10,3,yabby homolog10,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=9018046,AY313904,chr1,1,GRMZM2G167824,1,Good,http://genomevolution.org/r/25uh,,GRMZM2G074543,Sb01g017560,PAC:18190942,Os10g36420,Bradi3g30410,http://genomevolution.org/r/25ui,No Gene Identified by Maizesequence.org,NA,,
ypt1,3,ypt homolog1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=25949,X63277,chr2,-1,GRMZM2G086971,1,Good,http://genomevolution.org/r/25lq,,too big a gap,Sb06g017640,PAC:18205317,chr4:21509416-21975014,Bradi5g11290,http://genomevolution.org/r/26gj,GRMZM2G086971,Identical Assignment,,
zfl1,3,zea floricaula/leafy1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=41309,AY179882,chr10,1,GRMZM2G098813,2,Good,http://genomevolution.org/r/25ng,,GRMZM2G180190,Sb06g027340,PAC:18205732,Os04g51000,Bradi5g20340,http://genomevolution.org/r/25nh,No Gene Identified by Maizesequence.org,NA,,
zmm24,3,Zea mays MADS24,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=897700,AJ430638,chr1,-1,GRMZM2G087095,1,Good,http://genomevolution.org/r/25ls,GRMZM2G032339,GRMZM2G553379,Sb01g007790,PAC:18191766,Os03g54160,Bradi1g08340,http://genomevolution.org/r/2678,No Gene Identified by Maizesequence.org,NA,,
znf1,3,zinc finger protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=118874,W99253,,-1,GRMZM5G836222,1,Good,http://genomevolution.org/r/2606,GRMZM5G803160,chr6:98575494-98877012,Sb10g024060,too big a gap,Os06g41010,Bradi1g36050,http://genomevolution.org/r/2607,No Gene Identified by Maizesequence.org,NA,,
brk1,2,brick1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=854977,AY093614,chr5,-1,GRMZM5G842058,1,Good,http://genomevolution.org/r/260c,,no synteny,Sb04g038300,PAC:18171162,Os02g58320,too big a gap,http://genomevolution.org/r/26j5,GRMZM5G842058,Identical Assignment,,
cdj2,2,chaperone DNA J2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=57224,AF053468,chr1,-1,GRMZM2G364069,1,Good,http://genomevolution.org/r/25xf,,GRMZM2G134980,Sb01g013390,PAC:18196410,Os03g44620,Bradi1g13640,http://genomevolution.org/r/25xg,No Gene Identified by Maizesequence.org,NA,,
csy1,2,chloroplast SecY-1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=115188,AF039304,chr10,-1,GRMZM5G809546,NA,Good,http://genomevolution.org/r/25zt,,too big a gap,no synteny,no synteny,no synteny,no synteny,http://genomevolution.org/r/25zu,GRMZM5G809546,Identical Assignment,,
dcd1,2,discordia1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=274903,FJ469780,chr10,1,GRMZM2G083459,1,Good,http://genomevolution.org/r/25l0,,too big a gap,Sb09g003830,no synteny,Os05g05710,Bradi2g35810,http://genomevolution.org/r/25l1,No Gene Identified by Maizesequence.org,NA,,
ea1,2,egg apparatus1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=936188,AY733074,chr7,-1,GRMZM2G456746,1,Good,http://genomevolution.org/r/25z9,,too big a gap,Sb02g038820,PAC:18180767,Os07g41400,Bradi1g21940,http://genomevolution.org/r/26du,No Gene Identified by Maizesequence.org,NA,,
gol1,2,goliath1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=82001,T18797.1,chr4,-1,GRMZM2G080079,2,Can't proof,http://genomevolution.org/r/2615,,too big a gap,Sb04g028130,PAC:18172421,Os02g50990,Bradi3g59500,http://genomevolution.org/r/2616,No Gene Identified by Maizesequence.org,NA,,
hir1,2,hypersensitive induced reaction1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=309368,AF236373,chr4,1,GRMZM2G117755,2,Good,http://genomevolution.org/r/25po,,no synteny,Sb07g019760,PAC:18186665,Os08g30790,Bradi3g35370,http://genomevolution.org/r/25pp,GRMZM2G117755,Identical Assignment,,
hopi1,2,hopi r1/b1 family member1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=275316,AJ251719,chr10,1,"not in B73, see r1",2,Good|lc1,http://genomevolution.org/r/25zz,,no synteny,Sb06g025060,PAC:18202973,Os04g47059,chr5:20758637-21209681,http://genomevolution.org/r/26j2,No Gene Identified by Maizesequence.org,NA,,
hsbp1,2,herbicide safener binding protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=273025,AF033496,chr2,-1,GRMZM2G085924,,Good,http://genomevolution.org/r/25lk,GRMZM2G385313||GRMZM2G506270,no synteny,no synteny,no synteny,no synteny,no synteny,http://genomevolution.org/r/25ll,No Gene Identified by Maizesequence.org,NA,,
incw3,2,invertase cell wall3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=194081,AF043346,chr10,1,GRMZM2G123633,2,Good,http://genomevolution.org/r/25qc,GRMZM2G095725,too big a gap,too big a gap,PAC:18203366,Os04g33740,Bradi5g09450,http://genomevolution.org/r/269h,No Gene Identified by Maizesequence.org,NA,,
lem1,2,lethal embryo mutant1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=917245,AF332374,chr1,-1,AC234157.1_FG002,1,Good,http://genomevolution.org/r/25ci,,GRMZM2G137829,Sb01g006910,PAC:18192774,Os03g55930,Bradi1g07370,http://genomevolution.org/r/25cj,AC234157.1_FG002,Identical Assignment,,
lyce1,2,lycopene epsilon cyclase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1219919,EU924262,chr8,1,GRMZM2G012966,2,Good,http://genomevolution.org/r/25e4,,GRMZM2G070923,Sb03g026020,PAC:18176860,Os01g39960,Bradi2g41890,http://genomevolution.org/r/26f8,No Gene Identified by Maizesequence.org,NA,,
mez1,2,enhancer of zeste1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=754841,AF443596,chr6,-1,GRMZM2G157820,2,Good,http://genomevolution.org/r/25tl,,no synteny,Sb10g004560,PAC:18199180,too big a gap,Bradi1g48340,http://genomevolution.org/r/26hw,No Gene Identified by Maizesequence.org,NA,,
ms26,2,male sterile26,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=113518,AF366297,chr1,-1,GRMZM2G091822,1,Good,http://genomevolution.org/r/25mk,,chr9:150696214-151450249,Sb01g045960,PAC:18195337,Os03g07250,Bradi1g73800,http://genomevolution.org/r/26gq,No Gene Identified by Maizesequence.org,NA,,
mwp1,2,milkweed pod1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=969623,EU925398,chr7,-1,GRMZM2G082264,1,Good,http://genomevolution.org/r/25kw,,too big a gap,Sb02g024110,PAC:18184148,Os09g23200,Bradi4g29700,http://genomevolution.org/r/26gc,GRMZM2G082264,Identical Assignment,,
ocl2,2,outer cell layer2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=314435,AJ250984,chr10,1,AC235534.1_FG007,2,Good,http://genomevolution.org/r/25cm,,no synteny,Sb06g025750,PAC:18204432,Os04g48070,Bradi5g18720,http://genomevolution.org/r/25cn,No Gene Identified by Maizesequence.org,NA,,
ocl3,2,outer cell layer3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=314444,AJ250985,chr7,1,GRMZM2G116658,1,Good,http://genomevolution.org/r/25pg,,chr2:194586624-195579202,Sb02g030470,PAC:18184935,Os09g35760,Bradi4g35760,http://genomevolution.org/r/26h8,No Gene Identified by Maizesequence.org,NA,,
ocl5a,2,outer cell layer5a,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=314451,AJ250987,chr4,-1,GRMZM2G130442,2,Good,http://genomevolution.org/r/25qs,,GRMZM2G118063,Sb07g005180,PAC:18186881,Os08g08820,Bradi3g15330,http://genomevolution.org/r/25qt,No Gene Identified by Maizesequence.org,NA,,
pac1,2,pale aleurone color1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=871231,AY115485,chr5,-1,GRMZM2G058292,1,Good|maizesequence.org includes more 5' UTR,http://genomevolution.org/r/25im,GRMZM5G872691,too big a gap,Sb04g031730,chr4:31805659-32250049,Os02g45810,Bradi3g51820,http://genomevolution.org/r/26g0,GRMZM2G058432,Different Assignment,http://genomevolution.org/r/26jr,"Maizesequence.org identified the gene immediately upstream of the gene we identified as pac1. Annotated exons of the original GenBank sequence, as well as the sequence of a second independent record support our assignment over that of maizesequence.org"
phyB2,2,phytochromeB2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=41105,AY234828,chr9,-1,GRMZM2G092174,2,Good,http://genomevolution.org/r/25mq,,GRMZM2G124532,Sb01g037340,PAC:18193872,Os03g19590,Bradi1g64360,http://genomevolution.org/r/25mr,No Gene Identified by Maizesequence.org,NA,,
rel2,2,ramosa1 enhancer locus2,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=2365883,GQ927145,chr10,-1,GRMZM2G042992,1,Good,http://genomevolution.org/r/2619,,GRMZM2G124115,Sb07g004180,PAC:18187322,Os08g06480,Bradi3g16250,http://genomevolution.org/r/261a,No Gene Identified by Maizesequence.org,NA,,
rmr1,2,required to maintain repression1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=175395,EU155001,chr6,1,GRMZM2G154946,1,Good,http://genomevolution.org/r/25sx,GRMZM2G453655,no synteny,Sb09g019410,PAC:18167972,Os05g32610,Bradi2g26500,http://genomevolution.org/r/25sy,No Gene Identified by Maizesequence.org,NA,,
scm1,2,self-colored marbled1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=250563,AF135458,chr10,1,"not in B73, see r1",2,can't proof|lc1,http://genomevolution.org/r/25zy,,no synteny,Sb06g025060,PAC:18202973,Os04g47059,chr5:20758637-21209681,http://genomevolution.org/r/26j2,No Gene Identified by Maizesequence.org,NA,,
sgo1,2,shugoshin centromeric cohesion1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=870601,AY964185,chr7,-1,GRMZM2G074082,1,Good,http://genomevolution.org/r/25k4,,too big a gap,Sb02g006220,PAC:18180893,too big a gap,chr1:52201553-52712348,http://genomevolution.org/r/26g6,GRMZM2G074082,Identical Assignment,,
vp15,2,viviparous15,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=9018083,DQ273133,chr5,-1,GRMZM2G121468,1,Good,http://genomevolution.org/r/25q6,GRMZM2G421883,GRMZM5G835259,Sb04g022920,PAC:18173199,Os02g35200,Bradi3g45980,http://genomevolution.org/r/25q7,No Gene Identified by Maizesequence.org,NA,,
why1,2,whirly1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1232893,EU595664,chr6,-1,GRMZM2G155662,2,Good,http://genomevolution.org/r/25t7,,no synteny,Sb10g003170,no synteny,no synteny,no synteny,http://genomevolution.org/r/25t8,No Gene Identified by Maizesequence.org,NA,,
wtf1,2,what's this factor?1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1232891,FJ264201,chr8,1,GRMZM2G403797,2,Good,http://genomevolution.org/r/25yb,,too big a gap,Sb09g029040,PAC:18170064,Os05g49610,Bradi2g15890,http://genomevolution.org/r/26is,No Gene Identified by Maizesequence.org,NA,,
xyl1,2,xylanase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=403543,AF063865,chr1,1,GRMZM2G170839,,Good,http://genomevolution.org/r/25uv,,chr9:66508733-67593699,no synteny,no synteny,no synteny,no synteny,http://genomevolution.org/r/26bp,No Gene Identified by Maizesequence.org,NA,,
yab14,2,yabby14,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=9018047,AY313901,chr10,-1,GRMZM2G005353,2,Good,http://genomevolution.org/r/25dc,,GRMZM2G054795,Sb06g023770,PAC:18203625,Os04g45330,Bradi5g16910,http://genomevolution.org/r/25dd,No Gene Identified by Maizesequence.org,NA,,
yab15,2,yabby15,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=904576,AY313902,chr5,1,GRMZM2G529859,1,Good,http://genomevolution.org/r/25zf,,too big a gap,Sb04g033590,PAC:18172498,Os02g42950,Bradi3g50050,http://genomevolution.org/r/26j0,No Gene Identified by Maizesequence.org,NA,,
yab9,2,yabby9,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=9018048,AY313903,chr5,1,GRMZM2G074543,2,Good,http://genomevolution.org/r/25k8,,GRMZM2G167824,Sb01g017560,PAC:18190942,Os10g36420,Bradi3g30410,http://genomevolution.org/r/25k9,No Gene Identified by Maizesequence.org,NA,,
zcn1,2,phosphatidylethanolamine-binding protein1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203920,EU241917,chr3,-1,GRMZM2G092008,2,Good,http://genomevolution.org/r/25mm,,GRMZM2G338454,Sb08g003210,PAC:18189088,Os12g05590,Bradi4g42400,http://genomevolution.org/r/25mn,No Gene Identified by Maizesequence.org,NA,,
zcn10,2,phosphatidylethanolamine-binding protein10,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203929,EU241926,chr3,-1,GRMZM2G152689,1,Good,http://genomevolution.org/r/25sl,,GRMZM2G021614,Sb03g008270,PAC:18178661,Os01g02120,Bradi2g01020,http://genomevolution.org/r/25sm,No Gene Identified by Maizesequence.org,NA,,
zcn11,2,phosphatidylethanolamine-binding protein11,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203930,EU241927,chr6,1,GRMZM2G117057,2,Good,http://genomevolution.org/r/25pi,,too big a gap,Sb10g013070,too big a gap,no synteny,Bradi1g42510,http://genomevolution.org/r/25pj,No Gene Identified by Maizesequence.org,NA,,
zcn12,2,phosphatidylethanolamine-binding protein12,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203931,EU241928,chr3,1,GRMZM2G103666,1,Good,http://genomevolution.org/r/25o2,,chr8:174449773-175143126,Sb03g034580,PAC:18178710,Os01g54490,chr2:49523586-49858200,http://genomevolution.org/r/26gz,No Gene Identified by Maizesequence.org,NA,,
zcn13,2,phosphatidylethanolamine-binding protein13,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203932,EU241904,chr5,-1,GRMZM2G108016,1,Good,http://genomevolution.org/r/25oc,,no synteny,Sb04g008320,PAC:18171596,Os02g13830,Bradi3g08890,http://genomevolution.org/r/26h2,No Gene Identified by Maizesequence.org,NA,,
zcn14,2,phosphatidylethanolamine-binding protein14,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203933,EU241929,chr8,1,GRMZM2G373928,2,Maybe annotated as pseudogene?,http://genomevolution.org/r/25xl,,chr3:2484956-3365832,Sb03g001700,too big a gap,Os01g11940,Bradi2g07070,http://genomevolution.org/r/26im,No Gene Identified by Maizesequence.org,NA,,
zcn15,2,phosphatidylethanolamine-binding protein15,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203934,EU241930,chr6,1,GRMZM2G051338,2,5' UTR unannotated by maizesequence.org,http://genomevolution.org/r/25hy,,too big a gap,Sb10g003940,PAC:18197206,Os06g06320,Bradi1g48830,http://genomevolution.org/r/26fv,No Gene Identified by Maizesequence.org,NA,,
zcn16,2,phosphatidylethanolamine-binding protein16,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203935,EU241931,chr5,-1,GRMZM2G127121,1,Good,http://genomevolution.org/r/25qk,,too big a gap,Sb04g025210,PAC:18171304,Os02g39064,chr3:49521145-50001099,http://genomevolution.org/r/26he,No Gene Identified by Maizesequence.org,NA,,
zcn17,2,phosphatidylethanolamine-binding protein17,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203936,EU241932,chr2,1,GRMZM2G075215,NA,Good,http://genomevolution.org/r/25ke,,too big a gap,no synteny,no synteny,no synteny,no synteny,http://genomevolution.org/r/25kf,No Gene Identified by Maizesequence.org,NA,,
zcn18,2,phosphatidylethanolamine-binding protein18,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203937,EU241933,chr2,-1,GRMZM2G158809,2,Good,http://genomevolution.org/r/25tn,,GRMZM2G440005,Sb02g029725,PAC:18183028,Os09g33850,Bradi4g35040,http://genomevolution.org/r/25to,No Gene Identified by Maizesequence.org,NA,,
zcn19,2,phosphatidylethanolamine-binding protein19,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203938,EU241934,chr10,1,GRMZM2G062052,2,Good,http://genomevolution.org/r/25j0,,GRMZM2G021560,Sb06g020850,PAC:18205005,Os04g41130,Bradi5g14010,http://genomevolution.org/r/25j1,No Gene Identified by Maizesequence.org,NA,,
zcn2,2,phosphatidylethanolamine-binding protein2,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203921,EU241893,chr4,-1,GRMZM2G156079,2,Good,http://genomevolution.org/r/25t9,,too big a gap,too big a gap,too big a gap,no synteny,too big a gap,http://genomevolution.org/r/25ta,No Gene Identified by Maizesequence.org,NA,,
zcn20,2,phosphatidylethanolamine-binding protein20,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203939,EU241935,chr10,-1,AC214791.2_FG002,1,3' UTR unannotated,http://genomevolution.org/r/25c6,,no synteny,Sb08g008180,PAC:18189902,no synteny,Bradi4g39730,http://genomevolution.org/r/26ez,No Gene Identified by Maizesequence.org,NA,,
zcn3,2,phosphatidylethanolamine-binding protein3,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203922,EU241919,chr10,-1,GRMZM2G338454,1,5' end of gene lost in a gap,http://genomevolution.org/r/25wt,,GRMZM2G092008,Sb08g003210,PAC:18199896,Os12g05590,Bradi4g42400,http://genomevolution.org/r/25wu,No Gene Identified by Maizesequence.org,NA,,
zcn4,2,phosphatidylethanolamine-binding protein4,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203923,EU241920,chr2,1,GRMZM2G075081,1,Good,http://genomevolution.org/r/25kc,,AC217051.3_FG006,Sb06g015490,PAC:18205441,Os04g33570,Bradi5g09270,http://genomevolution.org/r/25kd,No Gene Identified by Maizesequence.org,NA,,
zcn5,2,phosphatidylethanolamine-binding protein5,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203924,EU241921,chr10,-1,AC217051.3_FG006,2,Good,http://genomevolution.org/r/25c8,,GRMZM2G075081,Sb06g015490,PAC:18205441,Os04g33570,Bradi5g09270,http://genomevolution.org/r/25c9,No Gene Identified by Maizesequence.org,NA,,
zcn6,2,phosphatidylethanolamine-binding protein6,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203925,EU241922,chr4,-1,GRMZM2G132880,1,Good,http://genomevolution.org/r/25qw,,too big a gap,Sb05g003200,PAC:18199896,Os11g05470,no synteny,http://genomevolution.org/r/25qx,No Gene Identified by Maizesequence.org,NA,,
zcn7,2,phosphatidylethanolamine-binding protein7,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203926,EU241923,chr6,-1,GRMZM2G141756,1,Good,http://genomevolution.org/r/25rp,,GRMZM2G179264,Sb09g025760,chr9:24878273-25379792,Os05g44180,Bradi2g19670,http://genomevolution.org/r/26hn,No Gene Identified by Maizesequence.org,NA,,
zcn8,2,phosphatidylethanolamine-binding protein8,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203927,EU241924,chr8,-1,GRMZM2G179264,2,Good,http://genomevolution.org/r/25vn,,GRMZM2G141756,Sb09g025760,chr9:24868795-25552370,Os05g44180,Bradi2g19670,http://genomevolution.org/r/26ic,No Gene Identified by Maizesequence.org,NA,,
zcn9,2,phosphatidylethanolamine-binding protein9,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1203928,EU241925,chr8,1,GRMZM2G021614,2,Good,http://genomevolution.org/r/25fi,,GRMZM2G152689,Sb03g008270,PAC:18178661,Os01g02120,Bradi2g01020,http://genomevolution.org/r/25fj,No Gene Identified by Maizesequence.org,NA,,
add1,1,alternative discordia1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=910081,FJ469779,,,GRMZM2G120178-GRMZM2G050800,2,Gene split by maizesequence.org|exons completely lost,http://genomevolution.org/r/25q4,,no synteny,Sb09g003830,no synteny,Os05g05710,Bradi2g35810,http://genomevolution.org/r/269d,No Gene Identified by Maizesequence.org,NA,,
apt1,1,aberrant pollen transmission1,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=9018755,DQ020097,chr9,-1,GRMZM2G448687,2,Good,http://genomevolution.org/r/25z1,,too big a gap,Sb01g035230,PAC:18195814,Os03g23030,Bradi1g62280,http://genomevolution.org/r/25z2,GRMZM2G448687,Identical Assignment,,
conz1,1,constans1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=983648,EU098139,chr9,1,GRMZM2G405368,1,Good,http://genomevolution.org/r/25yf,GRMZM2G545607,chr6:118739516-119624451,Sb10g010050,PAC:18199176,Os06g16370,Bradi1g43670,http://genomevolution.org/r/26it,No Gene Identified by Maizesequence.org,NA,,
dgat1,1,diacyglycerol acyltransferase1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1204233,EU039830,chr6,-1,GRMZM2G169089,2,Good,http://genomevolution.org/r/25up,,too big a gap,Sb10g022270,too big a gap,too big a gap,Bradi1g37750,http://genomevolution.org/r/26i6,No Gene Identified by Maizesequence.org,NA,,
dwf1,1,DWF1 like1,,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=256276,AY523572,chr5,1,GRMZM2G057000,1,Good,http://genomevolution.org/r/25ie,GRMZM2G358007,no synteny,Sb10g031090,PAC:18198324,no synteny,Bradi1g29520,http://genomevolution.org/r/25if,GRMZM2G057000,Identical Assignment,,
emp4,1,empty pericarp4,Y,http://www.maizegdb.org/cgi-bin/displaylocusrecord.cgi?id=1233612,DQ291135,chr1,1,GRMZM2G092198,1,Good,http://genomevolution.org/r/25ms,,chr5:8363110-9295991,Sb01g009420,PAC:18192321,Os03g51840,Bradi1g09990,http://genomevolution.org/r/26gr,No Gene Identified by Maizesequence.org,NA,,
